2020-03-06 02:01:57,455,BTC PRICE,INFO,9110.19
2020-03-06 02:02:00,955,BTC PRICE,INFO,9110.19
2020-03-06 02:03:46,376,BTC PRICE,INFO,9122.15
2020-03-06 02:03:49,721,BTC PRICE,INFO,9122.15
2020-03-06 02:03:53,021,BTC PRICE,INFO,9121.85
2020-03-06 02:03:56,189,BTC PRICE,INFO,9121.85
2020-03-06 02:03:59,478,BTC PRICE,INFO,9121.85
2020-03-06 02:04:02,671,BTC PRICE,INFO,9120.77
2020-03-06 02:04:05,986,BTC PRICE,INFO,9120.77
2020-03-06 02:04:09,181,BTC PRICE,INFO,9120.78
2020-03-06 02:04:12,364,BTC PRICE,INFO,9120.78
2020-03-06 02:04:15,667,BTC PRICE,INFO,9120.78
2020-03-06 02:04:18,834,BTC PRICE,INFO,9120.78
2020-03-06 02:04:22,137,BTC PRICE,INFO,9120.78
2020-03-06 02:04:25,484,BTC PRICE,INFO,9120.78
2020-03-06 02:04:28,785,BTC PRICE,INFO,9120.78
2020-03-06 02:04:32,091,BTC PRICE,INFO,9120.79
2020-03-06 02:04:35,389,BTC PRICE,INFO,9120.79
2020-03-06 02:04:38,732,BTC PRICE,INFO,9122.29
2020-03-06 02:04:41,899,BTC PRICE,INFO,9122.29
2020-03-06 02:04:45,077,BTC PRICE,INFO,9122.29
2020-03-06 02:04:48,376,BTC PRICE,INFO,9121.83
2020-03-06 02:04:51,728,BTC PRICE,INFO,9121.83
2020-03-06 02:04:55,033,BTC PRICE,INFO,9127.45
2020-03-06 02:04:58,338,BTC PRICE,INFO,9121.83
2020-03-06 02:05:01,633,BTC PRICE,INFO,9121.83
2020-03-06 02:05:04,933,BTC PRICE,INFO,9121.83
2020-03-06 02:05:08,234,BTC PRICE,INFO,9121.83
2020-03-06 02:05:11,529,BTC PRICE,INFO,9121.83
2020-03-06 02:05:14,755,BTC PRICE,INFO,9121.83
2020-03-06 02:05:18,046,BTC PRICE,INFO,9125.01
2020-03-06 02:05:21,406,BTC PRICE,INFO,9125.01
2020-03-06 02:05:24,764,BTC PRICE,INFO,9125.01
2020-03-06 02:05:27,933,BTC PRICE,INFO,9130.44
2020-03-06 02:05:31,233,BTC PRICE,INFO,9130.44
2020-03-06 02:05:34,403,BTC PRICE,INFO,9125.0
2020-03-06 02:05:37,721,BTC PRICE,INFO,9125.0
2020-03-06 02:05:40,915,BTC PRICE,INFO,9125.0
2020-03-06 02:05:44,081,BTC PRICE,INFO,9125.0
2020-03-06 02:05:47,465,BTC PRICE,INFO,9125.0
2020-03-06 02:05:50,769,BTC PRICE,INFO,9125.0
2020-03-06 02:05:54,073,BTC PRICE,INFO,9125.0
2020-03-06 02:05:57,365,BTC PRICE,INFO,9129.88
2020-03-06 02:06:00,682,BTC PRICE,INFO,9129.88
2020-03-06 02:06:03,986,BTC PRICE,INFO,9129.88
2020-03-06 02:06:07,277,BTC PRICE,INFO,9125.0
2020-03-06 02:06:10,575,BTC PRICE,INFO,9125.0
2020-03-06 02:06:13,871,BTC PRICE,INFO,9125.0
2020-03-06 02:06:17,166,BTC PRICE,INFO,9125.0
2020-03-06 02:06:20,456,BTC PRICE,INFO,9129.49
2020-03-06 02:06:23,770,BTC PRICE,INFO,9129.49
